watchrate,taxonomy_type,tag_name,globalviewcount,videocount,avgduration,avgtotalsecondsperview,totalsecondsperview,sumtotalvideoviews,proscore
46.61498429,Rekognition-Labels,Dish,18007847904,3504,77.228386,36,128720,25744,yogurt - rfg yogurt - dannon
46.61498429,Rekognition-Labels,Plate,18007847904,3504,77.228386,36,128720,25744,yogurt - rfg yogurt - dannon
35.00437786,Rekognition-Labels,Arched,22549644402,3482,168.550346,59,206655,41331,yogurt - rfg yogurt - dannon
35.00437786,Rekognition-Labels,Arch,22549644402,3482,168.550346,59,206655,41331,yogurt - rfg yogurt - dannon
55.03949486,Rekognition-Labels,Pool,18678421456,3464,90.843857,50,173345,34669,yogurt - rfg yogurt - dannon
68.06173562,Rekognition-Labels,Cloak,19091977698,3426,57.300919,39,136085,27217,yogurt - rfg yogurt - dannon
51.58555824,Rekognition-Labels,Afro Hairstyle,22951066995,3411,118.25015,61,209790,41958,yogurt - rfg yogurt - dannon
16.31733588,Rekognition-Celebrities,Tony Rezko,21934267929,3381,637.358946,104,352380,70476,yogurt - rfg yogurt - dannon
66.46350987,Rekognition-Labels,Alps,19657445986,3373,60.1834,40,137430,27486,yogurt - rfg yogurt - dannon
45.25355379,Rekognition-Celebrities,Pilou Asbæk,26490953307,3367,152.474213,69,232375,46475,yogurt - rfg yogurt - dannon
69.26792081,Rekognition-Labels,Aluminium,17260083062,3358,51.97211,36,120900,24180,yogurt - rfg yogurt - dannon
46.37037577,Rekognition-Labels,Shirt,20217858129,3357,135.862604,63,214745,42949,yogurt - rfg yogurt - dannon
59.54470463,Rekognition-Labels,Sink,17468482105,3287,68.855829,41,136865,27373,yogurt - rfg yogurt - dannon
54.33493434,Rekognition-Celebrities,Karan Soni,21204231422,3278,110.426194,60,198275,39655,yogurt - rfg yogurt - dannon
52.89217148,Rekognition-Labels,Vessel,17159950577,3271,90.75067,48,157595,31519,yogurt - rfg yogurt - dannon
58.44966876,type,Promotional,17639370081,3249,75.278442,44,145705,29141,yogurt - rfg yogurt - dannon
44.39497435,Rekognition-Labels,Room,20343214640,3248,126.140404,56,183550,36710,yogurt - rfg yogurt - dannon
55.90854786,Rekognition-Labels,Wall Clock,24880644780,3230,96.586304,54,174550,34910,yogurt - rfg yogurt - dannon
52.17029717,Rekognition-Labels,Palm Tree,16206453670,3190,105.423973,55,177170,35434,yogurt - rfg yogurt - dannon
52.17029717,Rekognition-Labels,Arecaceae,16206453670,3190,105.423973,55,177170,35434,yogurt - rfg yogurt - dannon
60.72731238,Rekognition-Labels,Brewery,18869056389,3147,70.808337,43,137010,27402,yogurt - rfg yogurt - dannon
43.22372473,Rekognition-Labels,Graffiti,17246274768,3116,136.499111,59,184335,36867,yogurt - rfg yogurt - dannon
45.2013445,Rekognition-Labels,Ferry,17168632282,3077,134.951738,61,188115,37623,yogurt - rfg yogurt - dannon
16.31733588,Rekognition-Celebrities,Andrew Zimmern,17955262409,3059,637.358946,104,318820,63764,yogurt - rfg yogurt - dannon
59.44249111,Rekognition-Labels,Blossom,18154035655,3049,80.750317,48,147190,29438,yogurt - rfg yogurt - dannon
59.44249111,Rekognition-Labels,Flower,18154035655,3049,80.750317,48,147190,29438,yogurt - rfg yogurt - dannon
39.75327434,Rekognition-Celebrities,John A. Gotti,16414284672,3048,171.055092,68,208160,41632,yogurt - rfg yogurt - dannon
65.43326879,Rekognition-Labels,Spoon,14033514976,3032,51.961335,34,105575,21115,yogurt - rfg yogurt - dannon
63.14755485,Rekognition-Labels,Bikini,14819281400,3025,69.678074,44,135395,27079,yogurt - rfg yogurt - dannon
63.84142897,Rekognition-Labels,Sunlight,18610548795,3015,73.619906,47,143720,28744,yogurt - rfg yogurt - dannon
50.57301264,Rekognition-Labels,Bar Counter,14562542880,2960,112.708334,57,171430,34286,yogurt - rfg yogurt - dannon
50.57301264,Rekognition-Labels,Pub,14562542880,2960,112.708334,57,171430,34286,yogurt - rfg yogurt - dannon
42.46097116,Rekognition-Labels,Pollution,17187600984,2958,164.857275,70,208940,41788,yogurt - rfg yogurt - dannon
55.45143522,Rekognition-Labels,Silhouette,17145534816,2952,97.382511,54,160080,32016,yogurt - rfg yogurt - dannon
57.25034082,Rekognition-Labels,Performer,15250938848,2888,113.536442,65,188620,37724,yogurt - rfg yogurt - dannon
49.89240995,Rekognition-Labels,Phone,16191629760,2888,102.219957,51,148935,29787,yogurt - rfg yogurt - dannon
62.20729524,Rekognition-Labels,Table,13367325580,2884,67.516197,42,122880,24576,yogurt - rfg yogurt - dannon
45.25355379,Rekognition-Celebrities,Mark Addy,18966895563,2849,152.474213,69,196625,39325,yogurt - rfg yogurt - dannon
45.25355379,Rekognition-Celebrities,Miltos Yerolemou,18966895563,2849,152.474213,69,196625,39325,yogurt - rfg yogurt - dannon
71.83748547,Rekognition-Labels,Tin,12617686037,2843,44.544989,32,91835,18367,yogurt - rfg yogurt - dannon
52.14408202,Rekognition-Labels,Forest,13907739990,2837,113.148027,59,168555,33711,yogurt - rfg yogurt - dannon
58.94032075,soundtrack,Instrumental,13636833577,2831,72.955151,43,124445,24889,yogurt - rfg yogurt - dannon
58.32078929,Rekognition-Celebrities,Joey Luthman,14577997350,2814,78.874104,46,131110,26222,yogurt - rfg yogurt - dannon
57.642842,Rekognition-Labels,Glasses,15081924714,2802,93.680322,54,153385,30677,yogurt - rfg yogurt - dannon
50.65854744,Rekognition-Labels,Bathroom,14980411520,2773,98.700027,50,139720,27944,yogurt - rfg yogurt - dannon
40.64272781,Rekognition-Celebrities,Chris Hemsworth,12880034750,2750,172.232534,70,194615,38923,yogurt - rfg yogurt - dannon
68.88570484,Rekognition-Labels,Woman,14489799016,2744,79.8424,55,151025,30205,yogurt - rfg yogurt - dannon
67.5771952,Rekognition-Celebrities,Ryan Gosling,10836457583,2719,60.671355,41,113730,22746,yogurt - rfg yogurt - dannon
50.40328508,Rekognition-Labels,Rainforest,12366528746,2717,113.087867,57,156335,31267,yogurt - rfg yogurt - dannon
44.22325531,Rekognition-Labels,Hardhat,12663152500,2710,131.152715,58,157995,31599,yogurt - rfg yogurt - dannon
44.22325531,Rekognition-Labels,Helmet,12660358490,2710,131.152715,58,157995,31599,yogurt - rfg yogurt - dannon
44.11169422,Rekognition-Labels,Crash Helmet,12295357600,2680,131.484408,58,155590,31118,yogurt - rfg yogurt - dannon
40.00772173,Rekognition-Labels,Drawing,12984230477,2671,169.967189,68,182070,36414,yogurt - rfg yogurt - dannon
55.86084166,adjective,Informative,13096489410,2669,84.137651,47,127060,25412,yogurt - rfg yogurt - dannon
62.13951941,Rekognition-Labels,Grain,13228488910,2639,59.543428,37,99910,19982,yogurt - rfg yogurt - dannon
62.29596741,Rekognition-Labels,Carrot,10970699040,2615,65.814854,41,107790,21558,yogurt - rfg yogurt - dannon
55.47095932,category,Arts & Entertainment,11702431026,2574,91.94,51,132990,26598,yogurt - rfg yogurt - dannon
63.19469652,Rekognition-Labels,Rice,12384688865,2557,58.549217,37,96460,19292,yogurt - rfg yogurt - dannon
69.6597937,Rekognition-Labels,Cutlery,9146368426,2522,44.501998,31,80360,16072,yogurt - rfg yogurt - dannon
63.41796077,Rekognition-Labels,Asphalt,12130023069,2493,83.572539,53,132260,26452,yogurt - rfg yogurt - dannon
63.41796077,Rekognition-Labels,Tarmac,12130023069,2493,83.572539,53,132260,26452,yogurt - rfg yogurt - dannon
69.36027405,Rekognition-Labels,Bread,11678052118,2491,87.946596,61,154195,30839,yogurt - rfg yogurt - dannon
55.02001779,Rekognition-Labels,Sculpture,13719719398,2486,92.693536,51,127405,25481,yogurt - rfg yogurt - dannon
65.55955349,Rekognition-Labels,Fudge,9696109206,2478,51.861244,34,86475,17295,yogurt - rfg yogurt - dannon
57.76944681,Rekognition-Labels,Person Drinking,8615125802,2473,79.626866,46,114085,22817,yogurt - rfg yogurt - dannon
64.8804028,Rekognition-Labels,Liquor,9692803460,2458,57.028006,37,92860,18572,yogurt - rfg yogurt - dannon
63.49989747,Rekognition-Labels,Hardwood,9863779482,2458,61.417422,39,97905,19581,yogurt - rfg yogurt - dannon
58.68589501,Rekognition-Celebrities,Milly Shapiro,14243280000,2400,92.015296,54,131050,26210,yogurt - rfg yogurt - dannon
62.13091132,soundtrack,Dance,9927789554,2371,72.427716,45,108770,21754,yogurt - rfg yogurt - dannon
53.58435939,adjective,Interesting,9605157376,2368,89.578378,48,115925,23185,yogurt - rfg yogurt - dannon
62.83854093,Rekognition-Labels,Winter,11226697569,2367,73.203482,46,111175,22235,yogurt - rfg yogurt - dannon
63.22650175,type,Branded Content,8948274391,2359,79.080763,50,118510,23702,yogurt - rfg yogurt - dannon
65.82167813,Rekognition-Labels,Sushi,9084058236,2358,48.616202,32,76915,15383,yogurt - rfg yogurt - dannon
58.32265975,Rekognition-Labels,Moon,9065604492,2316,92.58837,54,125545,25109,yogurt - rfg yogurt - dannon
70.15353264,Rekognition-Labels,Snack,7429901254,2294,42.763349,30,68920,13784,yogurt - rfg yogurt - dannon
70.15353264,Rekognition-Labels,Popcorn,7429901254,2294,42.763349,30,68920,13784,yogurt - rfg yogurt - dannon
67.36082473,Rekognition-Labels,Gemstone,9098969418,2277,48.989899,33,76915,15383,yogurt - rfg yogurt - dannon
43.44332768,Rekognition-Labels,Hat,9541914550,2254,142.714666,62,140915,28183,yogurt - rfg yogurt - dannon
68.44225368,Rekognition-Labels,Amethyst,8840050344,2252,48.215829,33,74920,14984,yogurt - rfg yogurt - dannon
66.82464834,Rekognition-Labels,Ball,8716585567,2251,56.865245,38,87345,17469,yogurt - rfg yogurt - dannon
63.16647385,Rekognition-Labels,Arctic,9597144020,2179,71.240323,45,99980,19996,yogurt - rfg yogurt - dannon
54.73220023,Rekognition-Labels,Back,9783654374,2174,93.180979,51,112005,22401,yogurt - rfg yogurt - dannon
62.18489252,Rekognition-Labels,Celebrating,6334596852,2174,69.148628,43,94480,18896,yogurt - rfg yogurt - dannon
56.27489142,Rekognition-Labels,Page,10996582728,2166,94.180546,53,114800,22960,yogurt - rfg yogurt - dannon
57.70819311,Rekognition-Labels,Home Decor,9280011909,2163,88.375666,51,111800,22360,yogurt - rfg yogurt - dannon
24.07692374,Rekognition-Labels,Noodle,8400788094,2161,224.281144,54,118050,23610,yogurt - rfg yogurt - dannon
51.0198227,Rekognition-Labels,Swimming,7700201280,2160,111.721282,57,123955,24791,yogurt - rfg yogurt - dannon
64.42083679,Rekognition-Labels,Rainbow,9666653290,2149,71.405468,46,98915,19783,yogurt - rfg yogurt - dannon
55.0372152,category,Food & Drink,7762936721,2137,78.128953,43,92345,18469,yogurt - rfg yogurt - dannon
23.92288442,Rekognition-Labels,Vermicelli,8196086184,2136,225.725289,54,116765,23353,yogurt - rfg yogurt - dannon
52.11793019,Rekognition-Celebrities,Nitty Scott,6686310240,2115,90.180097,47,101475,20295,yogurt - rfg yogurt - dannon
62.57906865,Rekognition-Celebrities,Anna Tatishvili,9423316675,2105,63.919136,40,84925,16985,yogurt - rfg yogurt - dannon
63.49224624,Rekognition-Labels,Glacier,9041829300,2100,70.874796,45,96210,19242,yogurt - rfg yogurt - dannon
66.29623184,Rekognition-Labels,Citrus Fruit,7062342560,2084,46.759822,31,65785,13157,yogurt - rfg yogurt - dannon
66.29623184,Rekognition-Labels,Grapefruit,7062342560,2084,46.759822,31,65785,13157,yogurt - rfg yogurt - dannon
64.54749,Rekognition-Labels,Fries,6760895602,2078,57.322136,37,77655,15531,yogurt - rfg yogurt - dannon
57.18339292,Rekognition-Labels,Computer,8550008730,2070,92.684252,53,110310,22062,yogurt - rfg yogurt - dannon
50.39744352,Rekognition-Labels,Countryside,6931236309,2049,113.100975,57,118460,23692,yogurt - rfg yogurt - dannon
51.39892817,Rekognition-Labels,Reef,6762559634,2039,112.84282,58,118285,23657,yogurt - rfg yogurt - dannon
67.00926269,Rekognition-Labels,Orange,6613203944,2018,44.76993,30,62325,12465,yogurt - rfg yogurt - dannon
37.89235495,Rekognition-Labels,Market,6432201195,1995,182.094779,69,138335,27667,yogurt - rfg yogurt - dannon
58.43338986,Rekognition-Labels,Flower Arrangement,8288116832,1994,82.144815,48,97560,19512,yogurt - rfg yogurt - dannon
93.20274122,Rekognition-Labels,Canine,7898416460,1991,93.344894,87,174575,34915,yogurt - rfg yogurt - dannon
49.6576231,Rekognition-Labels,Hill,6421623741,1989,112.772212,56,113010,22602,yogurt - rfg yogurt - dannon
63.05112547,Rekognition-Labels,Spaghetti,4942775759,1987,65.026595,41,83370,16674,yogurt - rfg yogurt - dannon
53.08805237,Rekognition-Labels,Hearth,7873892912,1966,103.601465,55,109510,21902,yogurt - rfg yogurt - dannon
53.07488528,Rekognition-Labels,Fireplace,7830553896,1962,103.627167,55,109400,21880,yogurt - rfg yogurt - dannon
62.07306693,Rekognition-Labels,Bed,7076786168,1954,66.051191,41,81920,16384,yogurt - rfg yogurt - dannon
66.19607067,Rekognition-Labels,Dinghy,5712581528,1954,57.40522,38,74455,14891,yogurt - rfg yogurt - dannon
69.56115972,Rekognition-Labels,Convertible,5693832837,1953,48.877851,34,68100,13620,yogurt - rfg yogurt - dannon
55.1182406,Rekognition-Labels,Flooring,6641209425,1929,94.342634,52,100740,20148,yogurt - rfg yogurt - dannon
46.04567793,Rekognition-Labels,Bus,6922142582,1922,149.851198,69,133930,26786,yogurt - rfg yogurt - dannon
61.50320117,Rekognition-Labels,Butter,6187884860,1916,69.91506,43,83745,16749,yogurt - rfg yogurt - dannon
56.6237413,Rekognition-Labels,Chair,7373450582,1906,113.026795,64,122155,24431,yogurt - rfg yogurt - dannon
61.88695811,adjective,Creative,6089544524,1897,72.71322,45,85400,17080,yogurt - rfg yogurt - dannon
48.38441293,Rekognition-Labels,Tunnel,7316440200,1854,136.407566,66,123190,24638,yogurt - rfg yogurt - dannon
70.85685679,Rekognition-Labels,Audience,4946054256,1846,138.30701,98,181280,36256,yogurt - rfg yogurt - dannon
54.31068938,Rekognition-Labels,Wall,6788714842,1846,92.062908,50,93265,18653,yogurt - rfg yogurt - dannon
54.82429948,Rekognition-Labels,Motorcycle,5022195336,1832,89.376427,49,90670,18134,yogurt - rfg yogurt - dannon
62.49925237,adjective,Entertaining,5969385136,1832,68.800823,43,79390,15878,yogurt - rfg yogurt - dannon
64.93348845,Rekognition-Labels,Bamboo,5240638224,1816,55.441346,36,65730,13146,yogurt - rfg yogurt - dannon
67.67487912,Rekognition-Celebrities,Michael Angelakos,4839322325,1805,59.106127,40,72425,14485,yogurt - rfg yogurt - dannon
61.95241892,Rekognition-Labels,Make Out,6095404660,1790,72.636389,45,81255,16251,yogurt - rfg yogurt - dannon
70.57927459,Rekognition-Labels,Speech,4553701763,1781,137.434113,97,173620,34724,yogurt - rfg yogurt - dannon
57.68885561,Rekognition-Labels,Face,5924984086,1778,124.807468,72,129275,25855,yogurt - rfg yogurt - dannon
72.62039037,Rekognition-Labels,Sports Car,4757095497,1771,44.064759,32,58305,11661,yogurt - rfg yogurt - dannon
57.48975204,Rekognition-Labels,Keyboard,5000401980,1764,66.098737,38,68010,13602,yogurt - rfg yogurt - dannon
72.0296643,Rekognition-Labels,Toe,4157527248,1754,40.26119,29,52220,10444,yogurt - rfg yogurt - dannon
53.74061443,Rekognition-Labels,Military,5243398809,1749,96.761082,52,91515,18303,yogurt - rfg yogurt - dannon
59.29194565,Rekognition-Labels,Bling,5017641120,1734,89.388195,53,91910,18382,yogurt - rfg yogurt - dannon
60.60372615,Rekognition-Labels,Windshield,4762032930,1731,70.952733,43,75265,15053,yogurt - rfg yogurt - dannon
58.22632333,Rekognition-Labels,Canopy,4539193344,1728,92.741559,54,94345,18869,yogurt - rfg yogurt - dannon
63.75313233,Rekognition-Labels,Planet,5387211072,1728,65.879116,42,72970,14594,yogurt - rfg yogurt - dannon
62.2616345,Rekognition-Labels,Musician,5431215975,1725,86.730778,54,93785,18757,yogurt - rfg yogurt - dannon
72.41045898,Rekognition-Labels,Bacon,5953793652,1717,82.860958,60,103705,20741,yogurt - rfg yogurt - dannon
55.40907621,Rekognition-Labels,Donut,5230394408,1714,79.409373,44,76120,15224,yogurt - rfg yogurt - dannon
51.05891308,Rekognition-Labels,Torso,5252310716,1709,109.677227,56,97105,19421,yogurt - rfg yogurt - dannon
39.96746732,Rekognition-Labels,Plan,4846808800,1700,142.615992,57,97210,19442,yogurt - rfg yogurt - dannon
56.15191804,Rekognition-Labels,Pastry,5079635328,1696,80.139738,45,76455,15291,yogurt - rfg yogurt - dannon
62.57906865,Rekognition-Celebrities,Anna Pogorilaya,6030922672,1684,63.919136,40,67940,13588,yogurt - rfg yogurt - dannon
43.98627628,Rekognition-Celebrities,Millie Bobby Brown,3805997008,1672,125.039,55,92150,18430,yogurt - rfg yogurt - dannon
53.81464717,Rekognition-Labels,Weapon,5647607180,1660,85.478587,46,76810,15362,yogurt - rfg yogurt - dannon
63.42777743,Rekognition-Labels,Apparel,5386245857,1657,75.676623,48,79550,15910,yogurt - rfg yogurt - dannon
63.01977668,Rekognition-Labels,Underwear,4322534281,1651,68.232549,43,72240,14448,yogurt - rfg yogurt - dannon
52.33953998,Rekognition-Labels,Military Uniform,4428445566,1649,97.440673,51,85665,17133,yogurt - rfg yogurt - dannon
72.12815509,Rekognition-Labels,Soil,5880336804,1647,90.117375,65,107555,21511,yogurt - rfg yogurt - dannon
45.29467468,Rekognition-Labels,Shelf,5518610040,1646,156.751319,71,117980,23596,yogurt - rfg yogurt - dannon
58.76066653,Rekognition-Labels,Music Band,4964256924,1644,79.985478,47,77975,15595,yogurt - rfg yogurt - dannon
55.47147905,Rekognition-Labels,Cushion,5498874120,1636,95.544595,53,87300,17460,yogurt - rfg yogurt - dannon
53.69501757,Rekognition-Labels,Playing Guitar,4557950784,1632,98.70562,53,86895,17379,yogurt - rfg yogurt - dannon
54.3208369,Rekognition-Labels,Aquarium,5375212914,1626,101.250281,55,90865,18173,yogurt - rfg yogurt - dannon
42.67048963,Rekognition-Labels,Label,4491493740,1620,135.925321,58,94180,18836,yogurt - rfg yogurt - dannon
67.7684208,Rekognition-Labels,Martini,4544013636,1614,59.024542,40,64900,12980,yogurt - rfg yogurt - dannon
52.86153042,Rekognition-Labels,Soldier,4224129168,1608,96.478478,51,82955,16591,yogurt - rfg yogurt - dannon
67.07949442,Rekognition-Labels,Yacht,4167393735,1605,55.158436,37,60745,12149,yogurt - rfg yogurt - dannon
52.83804155,Rekognition-Labels,Army,4097882358,1602,96.521367,51,82560,16512,yogurt - rfg yogurt - dannon
58.82981485,Rekognition-Labels,Chandelier,4271227995,1587,91.790192,54,86320,17264,yogurt - rfg yogurt - dannon
37.32591348,Rekognition-Labels,Boxing,4948963194,1581,219.686519,82,129700,25940,yogurt - rfg yogurt - dannon
37.31347732,Rekognition-Celebrities,Hamza Andreas Tzortzis,4943725200,1580,219.759738,82,129640,25928,yogurt - rfg yogurt - dannon
59.89197086,Rekognition-Labels,Factory,5453273620,1580,75.13528,45,71190,14238,yogurt - rfg yogurt - dannon
59.53787825,Rekognition-Labels,Tile,4294612465,1573,92.378166,55,86690,17338,yogurt - rfg yogurt - dannon
58.54991952,Rekognition-Labels,Amusement Park,4047750132,1569,92.228991,54,85805,17161,yogurt - rfg yogurt - dannon
60.05946397,Rekognition-Labels,Menu,3993433080,1560,66.600661,40,63535,12707,yogurt - rfg yogurt - dannon
58.2581472,Rekognition-Labels,Housing,3595153430,1546,87.541404,51,79500,15900,yogurt - rfg yogurt - dannon
59.08336097,Rekognition-Labels,Ruins,3941897550,1545,93.088814,55,85505,17101,yogurt - rfg yogurt - dannon
58.45516255,Rekognition-Labels,Mosaic,3878178336,1532,92.378496,54,83390,16678,yogurt - rfg yogurt - dannon
70.13172822,Rekognition-Labels,Tape,3408979638,1513,48.480197,34,52095,10419,yogurt - rfg yogurt - dannon
63.32677939,Rekognition-Labels,House,3365178944,1504,78.955539,50,75510,15102,yogurt - rfg yogurt - dannon
60.35718999,type,International,4131115820,1502,82.840172,50,75820,15164,yogurt - rfg yogurt - dannon
77.3714821,Rekognition-Labels,Mojito,3893607509,1501,40.066442,31,47430,9486,yogurt - rfg yogurt - dannon
69.76691648,Rekognition-Labels,Bagel,4217728638,1497,90.30068,63,95330,19066,yogurt - rfg yogurt - dannon
54.33493434,Rekognition-Celebrities,Julian Dennison,4381039550,1490,110.426194,60,90125,18025,yogurt - rfg yogurt - dannon
68.95824384,Rekognition-Labels,Dutch Oven,3854076226,1486,47.855047,33,49240,9848,yogurt - rfg yogurt - dannon
63.61387654,Rekognition-Labels,Villa,3206601918,1482,77.027219,49,73575,14715,yogurt - rfg yogurt - dannon
51.30445764,type,Informational,4319233380,1470,105.254012,54,79880,15976,yogurt - rfg yogurt - dannon
57.56694994,Rekognition-Labels,Field,3631508622,1467,107.700686,62,91045,18209,yogurt - rfg yogurt - dannon
51.97095156,Rekognition-Labels,Bedroom,4188556704,1464,96.20759,50,74095,14819,yogurt - rfg yogurt - dannon
61.0716716,Rekognition-Labels,Boiling,3643617593,1463,63.859395,39,57185,11437,yogurt - rfg yogurt - dannon
39.05148916,Rekognition-Labels,Suitcase,4411226296,1448,202.297023,79,115245,23049,yogurt - rfg yogurt - dannon
58.40862713,Rekognition-Labels,Restaurant,4032307908,1444,80.467565,47,69140,13828,yogurt - rfg yogurt - dannon
41.34854862,Rekognition-Labels,Cap,4270553658,1442,164.455591,68,99345,19869,yogurt - rfg yogurt - dannon
58.68589501,Rekognition-Celebrities,Logan Huffman,5127580800,1440,92.015296,54,78630,15726,yogurt - rfg yogurt - dannon
39.13155018,Rekognition-Labels,Luggage,4218964474,1423,204.438617,80,114245,22849,yogurt - rfg yogurt - dannon
46.97950996,Rekognition-Labels,Steak,3272964786,1422,127.715253,60,86290,17258,yogurt - rfg yogurt - dannon
17.06870067,Rekognition-Labels,Eating,3898350308,1411,597.58503,102,144900,28980,yogurt - rfg yogurt - dannon
75.83686878,Rekognition-Labels,Cat,4901697210,1410,92.303389,70,99675,19935,yogurt - rfg yogurt - dannon
46.11214127,Rekognition-Labels,Bbq,3495327312,1392,112.768565,52,72595,14519,yogurt - rfg yogurt - dannon
51.30299297,Rekognition-Labels,Jungle,3237772890,1389,113.053833,58,81565,16313,yogurt - rfg yogurt - dannon
