watchrate,taxonomy_type,tag_name,globalviewcount,videocount,avgduration,avgtotalsecondsperview,totalsecondsperview,sumtotalvideoviews,proscore
59.79705392,Rekognition-Labels,Pizza,72260469216,11828,70.237574,42,503710,100742,beer/ale/alcoholic cider
70.80741678,Rekognition-Labels,Aluminium,60692990112,11808,52.254413,37,439220,87844,beer/ale/alcoholic cider
67.89390766,Rekognition-Labels,Cloak,65790977438,11806,57.442562,39,468270,93654,beer/ale/alcoholic cider
55.9258149,Rekognition-Labels,Burger,64854266790,11730,89.404151,50,593040,118608,beer/ale/alcoholic cider
49.22659907,Rekognition-Labels,Ferry,64545576288,11568,136.105279,67,783595,156719,beer/ale/alcoholic cider
46.48449739,Rekognition-Labels,Pollution,66983997344,11528,161.344113,75,873725,174745,beer/ale/alcoholic cider
57.4426537,Rekognition-Labels,Vessel,60277539630,11490,94.006799,54,622280,124456,beer/ale/alcoholic cider
46.02393556,Rekognition-Labels,Plate,58972618350,11475,84.738516,39,450955,90191,beer/ale/alcoholic cider
46.02393556,Rekognition-Labels,Dish,58972618350,11475,84.738516,39,450955,90191,beer/ale/alcoholic cider
53.77339103,Rekognition-Labels,Arecaceae,58282268496,11472,107.860038,58,670300,134060,beer/ale/alcoholic cider
53.77339103,Rekognition-Labels,Palm Tree,58282268496,11472,107.860038,58,670300,134060,beer/ale/alcoholic cider
42.8422128,Rekognition-Labels,Graffiti,62038990332,11209,142.382935,61,690805,138161,beer/ale/alcoholic cider
64.29689559,Rekognition-Labels,Sunlight,69022605846,11182,73.098397,47,530520,106104,beer/ale/alcoholic cider
47.22110333,Rekognition-Celebrities,Mark Addy,74183263341,11143,152.474201,72,806410,161282,beer/ale/alcoholic cider
47.22110333,Rekognition-Celebrities,Miltos Yerolemou,74183263341,11143,152.474201,72,806410,161282,beer/ale/alcoholic cider
58.07230656,Rekognition-Labels,Clock,92848139142,11121,92.987524,54,602870,120574,beer/ale/alcoholic cider
60.95779431,type,Promotional,59829442380,11020,75.462048,46,510400,102080,beer/ale/alcoholic cider
52.8418324,Rekognition-Labels,Forest,53753390550,10965,111.653963,59,654755,130951,beer/ale/alcoholic cider
60.8364445,Rekognition-Labels,Blossom,64715058555,10869,80.543826,49,536775,107355,beer/ale/alcoholic cider
60.8364445,Rekognition-Labels,Flower,64715058555,10869,80.543826,49,536775,107355,beer/ale/alcoholic cider
43.94564741,Rekognition-Celebrities,Chris Hemsworth,50841009895,10855,170.665366,75,816470,163294,beer/ale/alcoholic cider
62.23183727,Rekognition-Labels,Sink,57539171205,10827,67.489571,42,464595,92919,beer/ale/alcoholic cider
52.04200478,Rekognition-Labels,Performer,57148774312,10822,113.36996,59,644465,128893,beer/ale/alcoholic cider
63.42312174,Rekognition-Labels,Brewery,64371842832,10736,69.37533,44,477760,95552,beer/ale/alcoholic cider
60.00049689,Rekognition-Labels,Silhouette,61043215080,10510,98.332519,59,623110,124622,beer/ale/alcoholic cider
65.98220457,Rekognition-Labels,Bikini,51482918424,10509,69.715767,46,485515,97103,beer/ale/alcoholic cider
60.8564673,Rekognition-Celebrities,Joey Luthman,53960348400,10416,78.874115,48,500535,100107,beer/ale/alcoholic cider
51.7828015,Rekognition-Labels,Rainforest,46835326020,10290,112.0063,58,599560,119912,beer/ale/alcoholic cider
42.71067575,Rekognition-Labels,Drawing,49909806929,10267,170.917455,73,755505,151101,beer/ale/alcoholic cider
66.93555252,Rekognition-Labels,Spoon,47187231260,10195,52.289103,35,357160,71432,beer/ale/alcoholic cider
51.26953334,Rekognition-Labels,Phone,56883751920,10146,105.32571,54,556950,111390,beer/ale/alcoholic cider
75.28831383,Rekognition-Labels,Tin,44781024310,10090,45.159731,34,346590,69318,beer/ale/alcoholic cider
51.99776001,Rekognition-Labels,Pub,49365052452,10034,115.389586,60,608285,121657,beer/ale/alcoholic cider
51.99776001,Rekognition-Labels,Bar Counter,49365052452,10034,115.389586,60,608285,121657,beer/ale/alcoholic cider
56.93137233,Rekognition-Labels,Wall Clock,75427638912,9792,96.607543,55,548310,109662,beer/ale/alcoholic cider
64.61881138,Rekognition-Labels,Table,45274631160,9768,66.54409,43,425720,85144,beer/ale/alcoholic cider
57.79846235,Rekognition-Labels,Glasses,52501460978,9754,93.428091,54,532630,106526,beer/ale/alcoholic cider
58.13591277,adjective,Informative,47145399120,9608,84.285251,49,479140,95828,beer/ale/alcoholic cider
45.58908707,Rekognition-Labels,Hardhat,44339724750,9489,135.997459,62,593400,118680,beer/ale/alcoholic cider
45.58703796,Rekognition-Labels,Helmet,44320598153,9487,136.003572,62,593185,118637,beer/ale/alcoholic cider
62.17426127,soundtrack,Instrumental,45664847160,9480,72.377217,45,428680,85736,beer/ale/alcoholic cider
45.52356305,Rekognition-Labels,Crash Helmet,43208088760,9418,136.193206,62,588165,117633,beer/ale/alcoholic cider
64.80392337,Rekognition-Labels,Grain,46577915480,9292,58.638425,38,355835,71167,beer/ale/alcoholic cider
56.20761447,Rekognition-Labels,Bread,43046115836,9182,88.955919,50,461930,92386,beer/ale/alcoholic cider
70.16552971,Rekognition-Labels,Woman,48369737240,9160,76.960867,54,497115,99423,beer/ale/alcoholic cider
57.27857494,Rekognition-Labels,Sculpture,50248610265,9105,92.530235,53,489705,97941,beer/ale/alcoholic cider
62.27516122,Rekognition-Labels,Tarmac,44097231879,9063,83.500386,52,478055,95611,beer/ale/alcoholic cider
62.27516122,Rekognition-Labels,Asphalt,44097231879,9063,83.500386,52,478055,95611,beer/ale/alcoholic cider
62.914064,Rekognition-Labels,Carrot,37900304064,9034,63.578789,40,365190,73038,beer/ale/alcoholic cider
65.35047097,Rekognition-Labels,Winter,42317108454,8922,73.450121,48,428805,85761,beer/ale/alcoholic cider
68.83148572,Rekognition-Celebrities,Ryan Gosling,35486509128,8904,61.018587,42,375575,75115,beer/ale/alcoholic cider
58.50164102,category,Arts & Entertainment,40303827135,8865,92.305103,54,484295,96859,beer/ale/alcoholic cider
65.03904408,Rekognition-Labels,Rice,42651376670,8806,56.888905,37,327435,65487,beer/ale/alcoholic cider
57.59917488,Rekognition-Celebrities,Milly Shapiro,52225360000,8800,92.015207,53,471600,94320,beer/ale/alcoholic cider
64.19966557,Rekognition-Labels,Hardwood,34214232654,8526,60.74798,39,339565,67913,beer/ale/alcoholic cider
69.13227598,Rekognition-Labels,Cutlery,30855393564,8508,44.841573,31,272035,54407,beer/ale/alcoholic cider
45.05101951,Rekognition-Labels,Hat,35344030425,8349,142.061158,64,536350,107270,beer/ale/alcoholic cider
68.66693733,Rekognition-Labels,Sushi,32152480932,8346,48.058063,33,275720,55144,beer/ale/alcoholic cider
52.11790014,Rekognition-Celebrities,Nitty Scott,26261550432,8307,90.180149,47,392805,78561,beer/ale/alcoholic cider
56.16864488,adjective,Interesting,33573432264,8277,90.797989,51,427155,85431,beer/ale/alcoholic cider
67.19506011,Rekognition-Labels,Gemstone,32955292398,8247,49.110753,33,278800,55760,beer/ale/alcoholic cider
63.46674074,Rekognition-Labels,Arctic,36098298480,8196,72.478907,46,384020,76804,beer/ale/alcoholic cider
56.39520318,Rekognition-Labels,Back,36870966093,8193,101.072426,57,471735,94347,beer/ale/alcoholic cider
68.43084141,Rekognition-Labels,Amethyst,31905830016,8128,48.22387,33,270240,54048,beer/ale/alcoholic cider
65.37672181,Rekognition-Labels,Rainbow,36431002790,8099,71.891032,47,381690,76338,beer/ale/alcoholic cider
24.30493328,Rekognition-Labels,Noodle,31457277768,8092,238.634681,58,469780,93956,beer/ale/alcoholic cider
63.76789816,soundtrack,Dance,33870050486,8089,72.13661,46,374830,74966,beer/ale/alcoholic cider
72.06055746,Rekognition-Labels,Snack,25969027138,8018,43.019373,31,251255,50251,beer/ale/alcoholic cider
72.06055746,Rekognition-Labels,Popcorn,25969027138,8018,43.019373,31,251255,50251,beer/ale/alcoholic cider
24.12877153,Rekognition-Labels,Vermicelli,30662417929,7991,240.376929,58,464275,92855,beer/ale/alcoholic cider
51.04062522,Rekognition-Labels,Swimming,28476485104,7988,111.675748,57,462835,92567,beer/ale/alcoholic cider
68.01703918,Rekognition-Labels,Fudge,31216932706,7978,52.927914,36,287515,57503,beer/ale/alcoholic cider
64.90334439,Rekognition-Labels,Glacier,33803524683,7851,70.874622,46,364485,72897,beer/ale/alcoholic cider
68.28959636,Rekognition-Labels,Liquor,30923907540,7842,57.109724,39,307965,61593,beer/ale/alcoholic cider
58.85458458,Rekognition-Labels,Person Drinking,27169173526,7799,81.556943,48,379795,75959,beer/ale/alcoholic cider
56.42275328,Rekognition-Labels,Hearth,31151138896,7778,102.795409,58,456055,91211,beer/ale/alcoholic cider
56.40535244,Rekognition-Labels,Fireplace,30994944728,7766,102.827121,58,455415,91083,beer/ale/alcoholic cider
65.34617299,type,Branded Content,29355954011,7739,79.576198,52,404015,80803,beer/ale/alcoholic cider
66.09574877,Rekognition-Labels,Computer,31808510739,7701,89.26444,59,454680,90936,beer/ale/alcoholic cider
63.73933348,Rekognition-Labels,Celebrating,22389623832,7684,69.031158,44,343290,68658,beer/ale/alcoholic cider
58.96567137,Rekognition-Labels,Home Decor,32902640467,7669,101.75412,60,464635,92927,beer/ale/alcoholic cider
51.41618707,Rekognition-Labels,Countryside,25742659010,7610,112.804942,58,447495,89499,beer/ale/alcoholic cider
66.1989029,Rekognition-Labels,Fries,24635948748,7572,57.402764,38,287845,57569,beer/ale/alcoholic cider
52.18350466,Rekognition-Labels,Reef,24977359786,7531,113.062548,59,445640,89128,beer/ale/alcoholic cider
56.14835884,category,Food & Drink,27204788537,7489,80.144818,45,343640,68728,beer/ale/alcoholic cider
59.26611098,Rekognition-Labels,Moon,29220525705,7465,92.80177,55,413565,82713,beer/ale/alcoholic cider
50.54434262,Rekognition-Labels,Hill,23807467806,7374,112.772265,57,427230,85446,beer/ale/alcoholic cider
65.80712061,Rekognition-Labels,Ball,27671577282,7146,57.744511,38,277800,55560,beer/ale/alcoholic cider
59.69449032,Rekognition-Labels,Soil,25449326496,7128,118.93895,71,507345,101469,beer/ale/alcoholic cider
59.70816501,Rekognition-Labels,Flower Arrangement,29490566160,7095,82.065828,49,354315,70863,beer/ale/alcoholic cider
41.96061595,Rekognition-Labels,Market,22836732363,7083,162.056725,68,483025,96605,beer/ale/alcoholic cider
56.24700005,Rekognition-Labels,Wall,25937597931,7053,92.449375,52,373405,74681,beer/ale/alcoholic cider
49.04364177,Rekognition-Labels,Tunnel,27628046300,7001,138.65202,68,481420,96284,beer/ale/alcoholic cider
79.72068975,Rekognition-Labels,Canine,27571067000,6950,95.332843,76,528240,105648,beer/ale/alcoholic cider
69.19792683,Rekognition-Labels,Citrus Fruit,23521938440,6941,46.24416,32,223695,44739,beer/ale/alcoholic cider
69.19792683,Rekognition-Labels,Grapefruit,23521938440,6941,46.24416,32,223695,44739,beer/ale/alcoholic cider
64.0455725,Rekognition-Labels,Bed,25138164172,6941,68.70108,44,309020,61804,beer/ale/alcoholic cider
58.36897369,Rekognition-Labels,Page,34995126844,6893,94.228143,55,380540,76108,beer/ale/alcoholic cider
62.57905005,Rekognition-Celebrities,Anna Tatishvili,30732099275,6865,63.919155,40,278575,55715,beer/ale/alcoholic cider
44.82432082,Rekognition-Labels,Bus,24641675102,6842,153.93429,69,474615,94923,beer/ale/alcoholic cider
63.64034694,Rekognition-Labels,Spaghetti,16997476981,6833,65.995869,42,287170,57434,beer/ale/alcoholic cider
57.9388289,Rekognition-Labels,Flooring,23307925250,6770,94.927704,55,376125,75225,beer/ale/alcoholic cider
62.0484525,Rekognition-Labels,Butter,21686663275,6715,74.135612,46,310890,62178,beer/ale/alcoholic cider
70.011647,Rekognition-Labels,Orange,21999226004,6713,44.278347,31,211015,42203,beer/ale/alcoholic cider
58.47280437,Rekognition-Labels,Bacon,23267300760,6710,82.089444,48,326470,65294,beer/ale/alcoholic cider
65.05248326,Rekognition-Labels,Bamboo,19306095660,6690,55.339932,36,245645,49129,beer/ale/alcoholic cider
78.35346052,Rekognition-Labels,Cat,23107504507,6647,90.615015,71,473385,94677,beer/ale/alcoholic cider
59.6086454,Rekognition-Labels,Military,19690476488,6568,92.268495,55,366320,73264,beer/ale/alcoholic cider
65.31913011,adjective,Entertaining,20857005598,6401,68.892528,45,288895,57779,beer/ale/alcoholic cider
61.94193841,Rekognition-Labels,Make Out,21783409838,6397,72.648679,45,291425,58285,beer/ale/alcoholic cider
62.01202565,adjective,Creative,20271730980,6315,72.56657,45,289510,57902,beer/ale/alcoholic cider
54.41526849,Rekognition-Labels,Bedroom,17955861936,6276,95.561414,52,326800,65360,beer/ale/alcoholic cider
59.26640956,Rekognition-Labels,Face,20777432945,6235,119.798045,71,448010,89602,beer/ale/alcoholic cider
57.17325416,Rekognition-Labels,Aquarium,20591759681,6229,101.446036,58,362400,72480,beer/ale/alcoholic cider
51.99612818,Rekognition-Labels,Musician,19605902537,6227,94.237786,49,308910,61782,beer/ale/alcoholic cider
47.21550586,Rekognition-Labels,Label,17242345413,6219,137.666639,65,404610,80922,beer/ale/alcoholic cider
52.10859964,Rekognition-Labels,Torso,18857916064,6136,111.306004,58,361655,72331,beer/ale/alcoholic cider
54.1432324,Rekognition-Labels,Chair,23729667298,6134,108.970221,59,364995,72999,beer/ale/alcoholic cider
58.36572847,Rekognition-Labels,Military Uniform,16285078176,6064,92.520048,54,331910,66382,beer/ale/alcoholic cider
68.8374819,Rekognition-Labels,Dinghy,17719527452,6061,58.107878,40,242750,48550,beer/ale/alcoholic cider
60.51321408,Rekognition-Labels,Music Band,18271726671,6051,79.321518,48,291570,58314,beer/ale/alcoholic cider
37.32658716,Rekognition-Labels,Boxing,18881812768,6032,219.682554,82,500395,100079,beer/ale/alcoholic cider
37.31354863,Rekognition-Celebrities,Hamza Andreas Tzortzis,18861250320,6028,219.759318,82,500180,100036,beer/ale/alcoholic cider
60.01038608,Rekognition-Labels,Motorcycle,16516772325,6025,93.31718,56,339740,67948,beer/ale/alcoholic cider
66.33314475,Rekognition-Celebrities,Michael Angelakos,16107838520,6008,58.794137,39,235140,47028,beer/ale/alcoholic cider
53.01404584,Rekognition-Labels,Playing Guitar,16776722034,6007,101.859798,54,329425,65885,beer/ale/alcoholic cider
42.68829005,Rekognition-Labels,Plan,17035107400,5975,147.581456,63,376515,75303,beer/ale/alcoholic cider
58.61048907,Rekognition-Labels,Canopy,15684909408,5971,90.4275,53,319080,63816,beer/ale/alcoholic cider
57.64702412,Rekognition-Labels,Cushion,20022489690,5957,111.020475,64,383675,76735,beer/ale/alcoholic cider
58.62982426,Rekognition-Labels,Soldier,15559401158,5923,92.103295,54,321165,64233,beer/ale/alcoholic cider
68.01232734,Rekognition-Labels,Planet,18453068481,5919,66.164476,45,266635,53327,beer/ale/alcoholic cider
57.48585515,Rekognition-Labels,Donut,17992068512,5896,81.759243,47,281750,56350,beer/ale/alcoholic cider
68.51769788,Rekognition-Labels,Convertible,17171876810,5890,48.162739,33,196960,39392,beer/ale/alcoholic cider
59.3238935,Rekognition-Labels,Army,15058822373,5887,91.025718,54,319065,63813,beer/ale/alcoholic cider
63.81942398,Rekognition-Labels,Underwear,15402464673,5883,68.944527,44,261120,52224,beer/ale/alcoholic cider
66.40413762,Rekognition-Labels,Keyboard,16594304530,5854,58.73128,39,232990,46598,beer/ale/alcoholic cider
56.96370025,Rekognition-Labels,Pastry,17464241508,5831,82.508685,47,279785,55957,beer/ale/alcoholic cider
59.74595052,Rekognition-Labels,Bling,16713895680,5776,88.708941,53,308925,61785,beer/ale/alcoholic cider
58.32458926,Rekognition-Labels,Audience,15441013368,5763,135.448875,79,459670,91934,beer/ale/alcoholic cider
39.68376543,Rekognition-Labels,Suitcase,17556558801,5763,201.593773,80,466595,93319,beer/ale/alcoholic cider
60.83604516,Rekognition-Labels,Windshield,15766152930,5731,72.325543,44,253985,50797,beer/ale/alcoholic cider
17.87167943,Rekognition-Labels,Eating,15833767268,5731,593.117174,106,610915,122183,beer/ale/alcoholic cider
61.51365611,Rekognition-Labels,Apparel,18336640241,5641,74.780143,46,263630,52726,beer/ale/alcoholic cider
60.05306289,Rekognition-Labels,Menu,14358439837,5609,68.272954,41,233360,46672,beer/ale/alcoholic cider
55.24048056,Rekognition-Celebrities,Julian Dennison,16480353475,5605,110.426266,61,345250,69050,beer/ale/alcoholic cider
39.69508626,Rekognition-Labels,Luggage,16609022476,5602,204.055483,81,456185,91237,beer/ale/alcoholic cider
59.2374565,Rekognition-Labels,Weapon,19058973146,5602,87.782297,52,294455,58891,beer/ale/alcoholic cider
58.07097166,Rekognition-Labels,Speech,14264515517,5579,134.3184,78,436920,87384,beer/ale/alcoholic cider
54.9823618,type,Informational,16260297636,5534,105.488375,58,322695,64539,beer/ale/alcoholic cider
