"video_id","feature_names"
"facebook10154730738833387","People, Person, Human, Sink, Logo, Trademark, Word, Sticker, Text, Label, Animal, Hydrant, Poster"
"facebook10154733925633387","Human, People, Person, Dance, Tripod, Shirt, Leisure Activities, Poster, Clothing, Dance Pose, Door, Sliding Door"
"facebook10154740579320891","Person, Human, People, Drink, Beverage, Alcohol, Cocktail, Glass, Beer Glass, Beer, Trademark, Logo, Cup, Jar"
"facebook10154744009054205","Human, People, Person, Suitcase, Luggage, Worker, TEXT_TOP_RIGHT, Overcoat, Coat, Clothing, Studio, Suit, TEXT_MIDDLE_CENTER, TEXT_TOP_CENTER, TEXT_MIDDLE_RIGHT, TEXT_MIDDLE_LEFT, Table, Car, Automobile, Furniture"
"facebook10154747062299205","Person, Human, People, Electronics, Screen, Monitor, LCD Screen, Audience, Speech, Crowd, TEXT_TOP_RIGHT, Stage, TEXT_MIDDLE_CENTER, TEXT_MIDDLE_RIGHT, TEXT_MIDDLE_LEFT, Television, TV, Trademark, Logo, Kiosk"
"facebook10154767331310891","Logo, Trademark, Human, People, Person, Cup, Beverage, Drink, Wood, Hardwood, Flora, Plant, Coffee Cup, Pot, Glass, Bottle"
"facebook10154768394824213","People, Human, Person, Flora, Plant, Blossom, Flower, Peony, Flyer, Brochure, Paper, Poster, Word, Carnation, Dessert, Birthday Cake, Food, Cake, Rose, Finger"
"facebook10154771051353387","Nature, Mountain, Volcano, Outdoors, Logo, Trademark, Text"
"facebook10154788697648387","Poster, Beacon, Word, Graphic Design, Art, Person, People, Human"
"facebook10154804396388387","Universe, Astronomy, Outer Space, Space, Word, Paper, Flyer, Poster, Brochure, Text"
"facebook10154806762778387","Person, People, Human, Poster, Flyer, Brochure, Paper, Power Plant, Astronomy, Outer Space, Space, Universe, Word, Trademark, Logo, Collage, Suitcase, Electronics, Head, Doctor"
"facebook10154815385130891","Beverage, Drink, Alcohol, Cocktail, Jar, Juice, Trademark, Logo, Plant, Flora, Human, People, Person, Pottery, Ice"
"facebook1015481578599875","Universe, Astronomy, Space, Outer Space, Planet, Sphere, Globe, Connector, Electrical Device, TEXT_TOP_CENTER, TEXT_BOTTOM_CENTER, Text, Trademark, Logo, Word, Plant, Flora, Human, People, Person"
"facebook10154828607930891","Bowl, Flora, Plant, Food, People, Human, Person, Vegetable, Produce, Spinach, Logo, Trademark, Pizza, Alarm Clock, Clock, Grain, Rice, Dough, Bagel, Bread"
"facebook10154830890935891","Finger, People, Person, Human, Blackboard, Toe, Astronomy"
"facebook10154832685500891","Person, People, Human, Trademark, Logo, Adapter, Connector, Electrical Device, Speaker, Loudspeaker, Electronics, Bowl, Food, Bacon"
"facebook10154845257475891","People, Person, Human, Drink, Beverage, Trademark, Logo, Glass"
"facebook10154849587955891","Drink, Beverage, Cocktail, Alcohol, Juice, Flora, Plant, Food, Pineapple, Fruit, Produce, Glass, Trademark, Logo, Custard, Person, People, Human"
"facebook10154851253448387","Animal, Wildlife, Mammal, Tiger, Word, Person, Human, People, Cat, Logo, Trademark, Flyer, Poster, Brochure, Paper, Pet"
"facebook10154853365230891","Human, Person, People, Food, Jam, Trademark, Logo, Bowl, Plant, Flora, Coffee Table, Table, Furniture, Squash, Vegetable, Hardwood, Wood, Produce"
"facebook10154865329145891","Food, Dessert, Person, People, Human, Logo, Trademark, Creme, Cream, Chocolate, Whipped Cream, Cake, Drink, Lemonade, Beverage, Cocoa, Fudge, Hardwood, Wood, Icing"
"facebook10154866752764205","Person, People, Human, Text, Word, Hand, Paper, Poster, Electrical Device, License, Appliance, Dishwasher, Flyer, Brochure, Clothing, Blonde, Coat, Suit, Overcoat, Logo"
"facebook10154867952298387","People, Person, Human, Drink, Beverage, Logo, Trademark, Word, Glass, Alcohol, Cocktail, Poster, Paper, Brochure, Flyer, Dairy, Milk, Text, Water, Cup"
"facebook10154870623183387","Animal, Cat, Human, Person, People, Pet, Abyssinian, Trademark, Logo, Siamese, Tartan, Plaid, Adorable, Mammal, Text, Manx, Mole"
"facebook10154870786788387","Person, People, Human, Word, Poster, Tim O'Brien"
"facebook10154883783677922","People, Human, Person, Amy Poehler, John Kasich, Teacher, Gabourey Sidibe, Blonde, Girl, Female, Woman, White Board, Field, Ellen Page, Trademark, Logo, Poster, Adelaide Clemens, Dian Sastrowardoyo"
"facebook10154887531620891","People, Person, Human, Alcohol, Cocktail, Drink, Beverage, Glass, Bar Counter, Pub, Beer Glass, Beer, Bottle, Bartender, Worker, Yelena Zakharova, Cup"
"facebook10154889225170891","Human, Person, People, Ryan Moore, Bryce Harper, Susana Rinaldi, Child, Kid, Baby, Newborn, Playground, Shorts, Sport, Sports, Gym, Fitness, Working Out, Exercise, Poster, Paper"
"facebook10154895998925891","Human, Person, People, Food, Taco, Trademark, Logo, Poonam Pandey, Geoffrey Jourdren, Poster, Cup, Car, Transportation, Vehicle, Automobile, Croissant, Bread"
"facebook10154898871410891","Food, People, Person, Human, Popcorn, Snack, Meatball, Bowl, Trademark, Logo, Hardwood, Wood, Muffin, Bread, Dessert, Sushi"
"facebook10154899404600891","Person, Human, People, Food, Hot Dog, Flora, Plant, Vegetable, Produce, Candle, Animal, Cutlery, Spoon, Wildlife, Frog, Amphibian, Cucumber, Sport, Team Sport, Basketball"
"facebook10154906801860891","Flora, Plant, Food, Trademark, Logo, Bowl, People, Wood, Human, Person, Hardwood, Vegetable, Grain, Rice, Produce, Sign, Fried Chicken, Popcorn, Snack, Beverage"
"facebook10154914742633387","People, Person, Human, Logo, Trademark, Flyer, Brochure, Poster, Paper, Word, Sylvester Stadler, Doctor, Nature, Book, Snow, Mountain, Glacier, Ice, Outdoors, Alps"
"facebook10154914867723387","Human, People, Person, Word, Poster, Logo, Trademark"
"facebook10154918223890891","Night, Human, Person, People, Outdoors, Night Life, Celebrating, Lighting, Nature, Smoke, Cumulus, Cloud, Sky, Moon, Weather, Stage, Astronomy, Space, Outer Space, Universe"
"facebook10154918305990891","Person, People, Human, Food, Trademark, Logo, Bread, Cornbread, Dessert, Pastry, Donut, Fries, Plant, Flora, Cookie, Biscuit, Beard, Carrot, Produce, Dish"
"facebook10154918658875891","Human, Person, People, Atlas, Diagram, Map, Ishwar Chandra Vidyasagar, Food, Plant, Flora, Michele Ferrero, Jam, Brick, Bottle, Beer Bottle, Beer, Art, Alcohol, Alphabet, Text"
"facebook10154922503663387","Nature, Animal, Logo, Trademark, Sea, Ocean, Water, Word, Gazebo, Coral Reef, Sea Life, Reef, Outdoors, Bench, Beach, Coast, Flagstone, Plant, Flora, Jar"
"facebook10154929124810891","Human, Person, People, Female, Fried Chicken, Food, Chase Elliott, Logo, Trademark, Girl, Blonde, Woman, Text, Table, Furniture, Jadyn Douglas, Angell Conwell, Dining Table, Menu, Drawing"
"facebook10154937977500891","People, Human, Person, Poster, Brochure, Flyer, Paper, Nature, Animal, Snow, Water, Outdoors, Glacier, Ice, Mountain, Sea, Ocean, Red Sky, Sunset, Sunrise"
"facebook10154938817228387","Person, Human, People, Animal, Dog, Pet, Canine, Mammal, Husky, Head, Word, Hound, Beagle, Television, Monitor, Studio, Electronics, TV, Screen, Vladislava Evtushenko"
"facebook10154938827168387","Person, Human, People, Poster, Flyer, Brochure, Paper, Cotton, Trademark, Logo, Rasmus Asplund, Head, Word"
"facebook10154946351450891","Food, Hot Dog, People, Human, Person, Trademark, Logo, Plant, Flora, Pepper, Produce, Vegetable, Table, Coffee Table, Furniture, Custard, Lemonade, Beverage, Drink"
"facebook10154946375655891","Alcohol, Cocktail, Drink, Beverage, Human, Person, People, Jar, Trademark, Logo, Juice, Milk, Milkshake, Dairy"
"facebook10154949723884205","Human, Person, People, Audience, Crowd, Speech, Poster, Collage, Debate, Head, Overcoat, Coat, Clothing, TEXT_TOP_RIGHT, TEXT_TOP_CENTER, TEXT_MIDDLE_CENTER, TEXT_MIDDLE_RIGHT, Suit, Logo, Trademark"
"facebook10154644405562922","Tina Fey, Jack Black, Nikki Hahn, Cameron Diaz, Megan Boone, Marcio Lacerda, Graeme Sharp, Sanne Salomonsen, Hilary Swank, Keegan-Michael Key, Phyllis Smith, Renee J. James, Mario"
"facebook10154696662494205","Person, People, Human, Speech, Audience, Crowd, Overcoat, Coat, Clothing, Suit, Poster, Paper, Flyer, Brochure, Word, Text, Tuxedo, American Flag, Flag, Emblem"
"facebook10154706468369205","People, Human, Person, Clothing, Overcoat, Coat, Suit, Poster, Afro Hairstyle, Hair, Flyer, Brochure, Paper, Team, TEXT_TOP_RIGHT, Sport, Team Sport, Sports, Football, American Football"
"facebook10154715467896727","Food, Person, People, Human, Trademark, Logo, Cooking, Egg, Bowl, Mixing Bowl, Fondue, Pot, Boiling, Breakfast, Meal, Electrical Device, Dumpling, Pasta, Ravioli, Whipped Cream"
"facebook10154724118994205","People, Human, Person, Electronics, Screen, Monitor, LCD Screen, Speech, Audience, Crowd, Plaid, Tartan, TEXT_TOP_RIGHT, Overcoat, Coat, Clothing, Suit, TEXT_MIDDLE_CENTER, TEXT_BOTTOM_CENTER, TEXT_TOP_CENTER"
"facebook10154725653339205","TEXT_BOTTOM_LEFT, TEXT_TOP_RIGHT, TEXT_BOTTOM_CENTER"
"facebook10154728989960891","People, Person, Human, Glass, Drink, Beverage, Beer, Alcohol, Cup, Beer Glass, Trademark, Logo, Food, Honey, Flora, Plant, Coin, Money"
"facebook10154734714003387","Astronomy, Space, Outer Space, Universe, Person, Human, People, Hole, Astronaut, Crystal, Adventure, Full Moon, Moon, Outdoors, Night, Poster"
"facebook10154756093485891","Trademark, Logo, Food, Jelly, Sweets, Confectionery, People, Human, Person, Sunglasses, Chocolate, Fudge, Dessert"
"facebook10154756118238387","Animal, Crocodile, Reptile, Alligator, Human, Person, People, Electrical Device, Sink, Oven, Appliance, Logo, Trademark, Text"
"facebook10154766107477922","People, Human, Person, Female, Hardy Sandhu, Mark Anthony Carpio, Donald Trump, Text, Jessie Li, Clothing, Sweater, Logo, Trademark, Sleeve, Long Sleeve"
"facebook10154773604285891","Aamir Liaquat, Human, Person, People, Alcohol, Drink, Beverage, Trademark, Logo, Liquor, Bottle, Poster"
"facebook10154774034158387","Lighting, Word, Person, Human, People, Electronics, Screen"
"facebook10154774190548387","Tarmac, Asphalt, Word, Animal, Logo, Trademark"
"facebook10154796031268387","Animal, Wildlife, Jaguar, Panther, Leopard, Mammal, People, Human, Person, Sculpture, Art, Zoo, Tiger, Cheetah, Poster"
"facebook10154804532543387","Astronomy, Universe, Space, Outer Space, Night, Galaxy, Nebula, Outdoors, Word, Trademark, Logo, Flare, Light, Antenna, Electrical Device"
"facebook10154806412860891","Human, Person, People, Katie White, Samuel Larsen, Stage, Furniture, Demelza Reveley, Chair, Word, Shubha Mudgal, Poster, Frl. Menke, Musical, Performer"
"facebook10154806420380891","Drink, Beverage, Alcohol, Cocktail, Plant, Flora, Jar, Human, Person, People, Pottery, Glass, Potted Plant, Herbs, Planter, Mint, Vase, TEXT_TOP_CENTER, Mojito, TEXT_TOP_LEFT"
"facebook10154806918523387","Animal, Mammal, Sea Life, Humpback, Whale, Word, Dolphin, Clothing, Flipper, Swimwear"
"facebook10154810159595891","Wood, Hardwood, Food, Paper, Toast, French Toast, Bread, Trademark, Logo, Fudge, Dessert, Chocolate, Slow Cooker, Dough, Cooker"
"facebook10154811997683387","People, Human, Person, Poster, Elon Musk, Word, Power Lines, Electrical Device, Connector, Cable, Audience, Speech, Crowd, Coat, Clothing, Blazer, Jacket, Overcoat"
"facebook10154814717668387","Human, People, Person, Animal, Flora, Oak, Tree, Plant, Cloud, Nature, Sky, Weather, Outdoors, Pollution, Word, Sycamore, Poster, Paper, Brochure, Flyer"
"facebook10154825049584205","Human, People, Person, Stage, Crowd, Speech, Audience, TEXT_TOP_RIGHT, Electronics, Speaker, Loudspeaker, TEXT_MIDDLE_LEFT, TEXT_TOP_CENTER, TEXT_BOTTOM_CENTER, TEXT_MIDDLE_CENTER, Table, Desk, Furniture, Umbrella, Logo"
"facebook10154828609635891","Trademark, Logo, Human, Person, People, Cup, Beverage, Drink, Wood, Hardwood, Plant, Flora, Bottle, Coffee Cup, Pot, Glass"
"facebook10154832680635891","Food, French Toast, Toast, Bread, Person, People, Human, Waffle, Digital Watch, Chair, Furniture, Burger, Trademark, Logo, Bowl, Bacon, Jam"
"facebook10154832683055891","Food, Custard, People, Human, Person, Logo, Trademark, Chocolate, Dough, Butter, Dessert, Cake"
"facebook10154838064487922","People, Person, Human, Daniel Radcliffe, Rupert Grint, Clothing, Coat, Overcoat, Suit, Sweater, Octavio Ocaña, Tuxedo, Emma Watson, Samantha Smith, Poster, Noémie Merlant, Priest, Bishop, Emily Hirst, Face"
"facebook10154844326799205","Person, Human, People, Clothing, Coat, Overcoat, Poster, Suit, Blonde, Speech, Crowd, Audience, Girl, Female, Trademark, Logo, American Flag, Flag, Woman, Book"
"facebook10154851437368387","Person, Human, People, Peggy Whitson, Robert S. Kimbrough, Astronaut, Food, Fruit, Produce, Apple, Flora, Plant, Sport, Sports, Launch, Boxing, Word, Astronomy, Outer Space, Universe"
"facebook10154865333145891","Glass, Beverage, Drink, Person, People, Human, Alcohol, Cocktail, Beer, Trademark, Logo, Spoon, Beer Glass, Cutlery"
"facebook10154867506920891","Person, Human, People, Food, Hot Dog, Plant, Flora, Vegetable, Produce, Candle, Animal, Spoon, Cutlery, Wildlife, Amphibian, Frog, Cucumber, Team Sport, Basketball, Team"
"facebook10154870458778387","People, Person, Human, Lewis Holtby, Studio, Screen, Electronics, Monitor, Word, Trademark, Logo, Television, TV, LCD Screen, Candle, Tripod, Glitter, Light, Brace, Belinda Bencic"
"facebook10154879532563387","Human, Person, People, Truck, Word, Trailer Truck, Transportation, Logo, Trademark, Doctor, Vehicle, Poster, Paper, Flyer, Brochure, Head, Fire Truck"
"facebook10154883410959205","Person, People, Human, Clothing, Overcoat, Coat, Suit, Poster, Paper, Brochure, Flyer, Trademark, Logo, TEXT_BOTTOM_LEFT, TEXT_TOP_CENTER, TEXT_TOP_LEFT, TEXT_MIDDLE_CENTER, TEXT_MIDDLE_LEFT, TEXT_TOP_RIGHT, TEXT_MIDDLE_RIGHT"
"facebook10154887730460891","Food, Pizza, Flora, Plant, People, Person, Human, Produce, Vegetable, Corn, Grain, Electrical Device, Trademark, Logo, Appliance, Dessert, Oven, Fried Chicken, Bbq, Cauliflower"
"facebook10154893627648387","People, Human, Person, Sebastian Vettel, Word, Logo, Trademark, Watercraft, Transportation, Yacht, Vessel, Tartan, Grant Imahara, Plaid, Flora, Plant"
"facebook10154899431835891","Cocktail, Alcohol, People, Human, Person, Beverage, Drink, Juice, Glass, Plant, Flora, Food, Trademark, Logo, Fruit, Strawberry, Produce, Cup, Egg, Dessert"
"facebook10154902056084205","Human, Person, People, Crowd, Audience, Speech, Logo, Trademark, Debate, Bar Stool, Clothing, Overcoat, Coat, Word, Press Conference, Furniture, Stage, Suit, TEXT_MIDDLE_LEFT, TEXT_TOP_LEFT"
"facebook10154910003799205","Person, People, Human, Military Uniform, Military, Officer, Poster, Teacher, Crowd, Police, Plant, Pottery, Flora, Jar, Parade, Vase, Potted Plant, Text, Logo, Trademark"
"facebook10154911995668387","Boat, Dinghy, Trademark, Logo, Railing, Word, Transportation, Billboard, Watercraft, Scoreboard, People, Person, Human, Flyer, Brochure, Paper, Poster, Vessel"
"facebook10154917474303387","Human, Person, People, Stefano Fiore, Flora, Plant, Jar, Pottery, Potted Plant, Vase, Michele Bartoli, Tree"
"facebook10154933356695891","Trademark, Logo, Person, Human, People, Word, Food, Burger, Dairy"
"facebook10154939143278387","Trademark, Logo, Glass, Word, People, Human, Person, Table, Pottery, Jar, Plant, Flora, Billboard, Furniture, Asphalt, Water Jug, Dining Table, Jug, Vase, Potted Plant"
"facebook10154948446770891","Chocolate, Food, Dessert, People, Human, Person, Cake, Building, Factory, Shop, Ornament, Cream, Creme, Icing, Sphere, Cupcake, Flora, Plant, Tattoo, Buddha"
"facebook10154952435734205","Human, People, Person, Blonde, Girl, Female, Woman, Clothing, Coat, Overcoat, Suit, Crowd, Audience, Speech, Afro Hairstyle, Hair, Trademark, Logo, Poster, Paper"
"facebook10154955217170891","Person, Human, People, Cooking, Logo, Trademark, Food, Plant, Flora, Bread, Cornbread, Produce, Vegetable, Corn, Grain, Bbq"
"facebook10154956414075891","People, Human, Person, Logo, Trademark, Word, Collage, Poster"
"facebook10154791682609205","People, Person, Human, Crowd, Speech, Audience, Clothing, Overcoat, Coat, Suit, Furniture, Couch, Worker, TEXT_BOTTOM_CENTER, TEXT_TOP_LEFT, Blonde, TEXT_TOP_RIGHT, Girl, Female, Photo Booth"
"facebook10154794273575891","Alcohol, Cocktail, Beverage, Drink, Jar, Plant, Flora, Bottle, Human, People, Person, Logo, Trademark, Meal, Food, Dish, Plate, Glass"
"facebook10154795623289205","People, Person, Human, Face, Portrait, Trademark, Logo, Female, Poster, TEXT_TOP_RIGHT, Word, Brochure, Flyer, Paper, Blonde, Girl, Woman, Crowd, TEXT_BOTTOM_CENTER, TEXT_MIDDLE_CENTER"
"facebook10154820857954205","People, Person, Human, Plant, Flora, Jar, Pottery, Audience, Speech, Crowd, Potted Plant, Vase, Poster, Word, Hand, TEXT_TOP_RIGHT, Coat, Clothing, Overcoat, Suit"
"facebook10154825842760891","Drink, Beverage, Alcohol, Cocktail, Jar, Trademark, Logo, Human, People, Person, Glass, Bowl, Cup, Pot, Boiling"
"facebook10154828318338387","Person, People, Human, Animal, Word, Plant, Flora, Bunny, Rabbit, Rat, Mammal, Rodent, Produce, Carrot, Vegetable, Food"
"facebook10154832681745891","Beverage, Drink, Human, Person, People, Alcohol, Cocktail, Glass, Logo, Trademark, Flora, Plant, Food, Blueberry, Fruit, Produce, Jam"
"facebook10154834436364205","People, Person, Human, Poster, Coat, Overcoat, Clothing, Billboard, Suit, TEXT_TOP_RIGHT, Team, Army, Military, Military Uniform, Soldier, TEXT_MIDDLE_CENTER, TEXT_TOP_CENTER, Flyer, Paper, Brochure"
"facebook10154835658094213","Person, People, Human, Food, Cake, Birthday Cake, Dessert, Flute, Leisure Activities, Musical Instrument, Music, Domino, Game, Coffee Cup, Cup, Bag, Logo, Trademark"
"facebook10154846065013387","People, Human, Person, Clothing, Footwear, Word, Bottle, Rubble, Logo, Trademark, Joss Whedon"
"facebook10154861299683387","Flyer, Brochure, Paper, Poster, People, Person, Human, Space, Outer Space, Planet, Astronomy, Universe, Clothing, Shirt, Sphere, Smoke"
"facebook10154865282965891","Food, Person, Human, People, Pizza, Trademark, Logo, Bacon, Flora, Plant, Bbq, Creme, Dessert, Rice, Grain, Vegetable, Whipped Cream, Produce, Cream"
"facebook10154874054870891","Person, Human, People, Trademark, Logo, Food, Pasta, Spaghetti, Meatball, Plant, Flora, Dessert, Donut, Pastry"
"facebook10154874067630891","Person, Human, People, Plant, Flora, Rust, Food, Dessert, Trademark, Logo, Chocolate, Cream, Creme, Whipped Cream, Produce, Fruit, Raspberry"
"facebook10154879190654213","Jar, Pottery, Plant, Flora, Potted Plant, Vase, Building, Furniture, Restaurant, Table, Dining Table, Cafe, Cottage, House, Housing, Indoors, Hangar, Handrail, Banister, Human"
"facebook10154893460955891","Human, Person, People, Trademark, Jar, Logo, Flora, Plant, Dessert, Food, Word, Beverage, Drink"
"facebook10154893718034205","Human, Person, People, TEXT_TOP_RIGHT, Poster, Blonde, Brochure, Flyer, Paper, Female, Girl, Word, Hand, Text, Woman, TEXT_TOP_CENTER, TEXT_TOP_LEFT, Logo, Trademark, Finger"
"facebook10154907872698387","Person, People, Human, Animal, Person Drinking, Cobra, Reptile, Snake, Word, Alex Clare, Logo, Glass, Trademark, Poster"
"facebook10154910784155891","Food, Jar, Jam, Human, Person, People, Flora, Plant, Pottery, Herbs, Parsley, Potted Plant, Planter, Vase, Glass, Logo, Dill, Seasoning, Beverage, Drink"
"facebook10154910785685891","Person, People, Human, Food, Plant, Flora, Sprout, Vegetable, Produce, Bean Sprout, Burger, Logo, Trademark, Sandwich, Glass"
"facebook10154915474035891","Flora, Plant, Food, Produce, Vegetable, Pepper, Bell Pepper, Human, Person, People, Logo, Trademark, Sushi, Rice, Grain, Hardwood, Wood, Custard, Macaroni, Pasta"
"facebook10154915663589205","Person, Human, People, Electronics, Laptop, Pc, Computer, Poster, TEXT_TOP_RIGHT, Jar, Plant, Flora, Food, Bbq, Pottery, Potted Plant, Vase, TEXT_BOTTOM_LEFT, Text, TEXT_BOTTOM_RIGHT"
"facebook10154918264840891","Human, People, Person, Trademark, Logo, Bowl, Sign, Food, Plate, Dish, Meal, Badge, Emblem"
"facebook10154923089697922","Food, Dessert, Cake, Person, Human, People, Birthday Cake, Creme, Cream, Icing, Mixer, Blender, Coffee Table, Table, Plant, Flora"
"facebook10154928491513387","Airplane, Transportation, Aircraft, Bomber, Warplane, Word, Trademark, Logo, People, Human, Person"
"facebook10154932619809213","Human, Person, People, Money, Coin, Cosmetics, Word, Trademark, Logo, Cup, Drink, Coke, Beverage"
"facebook10154935176240891","Alcohol, Bottle, Human, People, Person, Jar, Plant, Flora, Cocktail, Beverage, Drink, Pottery, Mint, Vase, Planter, Potted Plant, Herbs, Bowl, Logo, Trademark"
"facebook10154939014293387","Animal, Seafood, Crab, Food, Sea Life, Invertebrate, Word, Automobile, Suv, Car, Human, People, Person, Transportation, Tire, Vehicle, Bus, Mud, Nature, Soil"
"facebook10154946293595891","Drink, Beverage, Cup, Dairy, Juice, Milk, Milkshake, Food, Logo, Trademark, People, Human, Person, Coffee Cup, Cream, Creme, Dessert, Playing Piano or Keyboard, Popcorn, Snack"
"facebook10154946352370891","Plant, Flora, Vegetable, Food, Produce, People, Human, Person, Grain, Rice, Cucumber, Bowl, Cooking, Logo, Trademark, Zucchini, Squash, Money, Coin, Hail"
"facebook10154951487540891","Person, People, Human, Drink, Beverage, Trademark, Logo, Bottle, Cutlery, Spoon, Pot, Glass, Finger"
"facebook10154952324403387","People, Human, Person, Furniture, Chair, Electronics, Clothing, Underwear, Lingerie, Panties, Laptop, Computer, Pc, Crowd, Audience, Speech, Couch, Logo, Trademark, Overcoat"
"facebook10154955206815891","Person, Human, People, Flora, Plant, Logo, Trademark, Food, Fruit, Produce, Apple, Lime, Grapefruit, Citrus Fruit, Dessert, Caramel"
"facebook10154956820244205","People, Person, Human, Speech, Crowd, Audience, Electronics, Laptop, Poster, Clothing, Overcoat, Coat, Pc, Computer, Suit, TEXT_BOTTOM_LEFT, TEXT_TOP_RIGHT, Flag, American Flag, Blonde"
"facebook10154966003913387","People, Human, Person, Word, Light, Flare, Poster, Transportation, Logo, Trademark, Pollution, Bicycle, Bike, Vehicle"
"facebook10154969221193387","Nature, Mountain, Outdoors, Alps, Glacier, Ice, Snow, Poster, Brochure, Flyer, Paper, Volcano, Mountain Range, Peak"
"facebook10154970089555891","People, Human, Person, Food, Taco, Trademark, Logo, Poonam Pandey, Geoffrey Jourdren, Poster, Cup, Automobile, Vehicle, Car, Transportation, Croissant, Bread"
"facebook10154970500810891","Drink, Beverage, Jar, Alcohol, Flora, Plant, Cocktail, Person, People, Human, Glass, Pottery, Mojito, Beer, Beer Glass, Vase, Planter, Herbs, Potted Plant, Mint"
"facebook10154971292003387","Person, People, Human, Bubble, Logo, Trademark, Scott Kelly, Jewelry, Gemstone, Ornament, Sphere, Sapphire, Word, Head"
"facebook10154973040654205","Person, Human, People, Poster, Overcoat, Clothing, Coat, Suit, Crowd, Audience, Speech, TEXT_TOP_RIGHT, Collage, Billboard, TEXT_TOP_CENTER, Logo, Trademark, TEXT_TOP_LEFT, TEXT_MIDDLE_CENTER, TEXT_MIDDLE_RIGHT"
"facebook10154975928945891","People, Human, Person, Food, Flora, Plant, Bbq, Vegetable, Produce, Logo, Trademark, Kale, Cabbage, Bowl, Spoon, Ornament, Butter, Carrot, Cutlery, Pizza"
"facebook10154975966370891","Human, People, Person, Food, Trademark, Logo, Flora, Plant, Hardwood, Wood, Vegetable, Produce, Potato, Bread, Jar, Pastry, Dessert, Donut, Carrot"
"facebook10154976135659205","Human, People, Person, Poster, Brochure, Paper, Flyer, Logo, Trademark, TEXT_BOTTOM_LEFT, TEXT_BOTTOM_CENTER, TEXT_TOP_CENTER, TEXT_TOP_RIGHT, TEXT_BOTTOM_RIGHT, TEXT_TOP_LEFT, Text, Collage, Webpage, File, Flora"
"facebook10154986308819205","Person, People, Human, Poster, Paper, Brochure, Flyer, Crowd, Audience, Speech, TEXT_BOTTOM_LEFT, TEXT_TOP_CENTER, TEXT_BOTTOM_CENTER, TEXT_BOTTOM_RIGHT, Collage, TEXT_TOP_RIGHT, Hat, Headband, Clothing, Turban"
"facebook10154986651555891","Food, Pizza, Logo, Trademark, Electrical Device, Taco, Appliance, Oven, Pot, Butter, Human, Person, People, Drink, Beverage"
"facebook10154986679455891","Trademark, Logo, Human, Person, People, Dough, Food, Wood"
"facebook10155146313490891","Human, Person, People, Trademark, Logo, Plant, Flora, Sprout, Blackboard, Bean Sprout, Food, Produce, Vegetable"
"facebook10155147639029205","People, Person, Human, Poster, Paper, Brochure, Flyer, Blonde, Girl, Female, Woman, Trademark, Logo, Text, TEXT_TOP_LEFT, TEXT_TOP_CENTER, TEXT_BOTTOM_CENTER, Hand, Hole, Overcoat"
"facebook10155157761619205","Person, People, Human, Audience, Speech, Crowd, Debate, Clothing, Coat, Overcoat, TEXT_TOP_RIGHT, Suit, TEXT_MIDDLE_LEFT, TEXT_MIDDLE_CENTER, TEXT_MIDDLE_RIGHT, TEXT_BOTTOM_CENTER, TEXT_BOTTOM_RIGHT, Trademark, Logo, Corset"
"facebook10155166676860891","Human, Person, People, Logo, Trademark, Plywood, Food, Bbq, Wrist, Wood, Hand"
"facebook10155168036020891","Food, Pasta, Spaghetti, Trademark, Logo, Plant, Flora, Human, People, Person, Rice, Vegetable, Produce, Grain"
"facebook10155171273602922","Drink, Beverage, Glass, People, Human, Person, Beer Glass, Beer, Alcohol, Cup, Coffee Cup, Trademark, Logo, Blonde, Custard, Food, Candle, Female, Girl, Chocolate"
"facebook10155177450550891","Beverage, Drink, Wok, Frying Pan, Tea, Logo, Trademark, Glass, Plant, Flora, Ice Pop, Person, Human, People, Spoon"
"facebook10155189401350891","Bowl, Logo, Trademark, People, Human, Person, Hardwood, Wood, Beverage, Drink, Food, Plate, Dish, Meal, Calculator, Electronics, Sushi"
"facebook10155198522005891","People, Human, Person, Fried Chicken, Food, Brick, Trademark, Logo, Rust, Bowl, Chocolate"
"facebook10155204662194205","Person, Human, People, Blonde, Poster, Female, Girl, Text, TEXT_BOTTOM_CENTER, TEXT_TOP_CENTER, TEXT_TOP_LEFT, TEXT_TOP_RIGHT, Logo, Trademark, Flyer, Brochure, Paper, Word, Speech, Audience"
"facebook10155205111335891","People, Human, Person, Nature, Logo, Trademark, Mountain, Outdoors, Valley, Canal, Flood, Water, Poster, Road Sign, Street Sign, Leisure Activities"
"facebook10155205432545891","Person, Human, People, Food, Egg, Logo, Trademark"
"facebook10155211115240891","Person, Human, People, Cooking, Shin Hye-sung, Logo, Trademark, Bowl, Plant, Flora, Animal, Food, Taco, Portrait, Face"
"facebook10155226343885891","Human, Person, People, Food, Dessert, Cake, Cream, Creme, Sprinkles, Laura Breckenridge, Cupcake, Icing, Person Eating, Trademark, Logo, Glass, Anna Sidorova, Word, Shop, Tap"
"facebook10155226877200891","Person, Human, People, Logo, Trademark, Wood, Hardwood, Flora, Plant"
"facebook10155229912428387","Person, Human, Water, Sports, Sport, Diver, Diving, Adventure, Animal, Stingray Fish, Fish, Manta Ray, Sea Life"
"facebook10155233766870891","Human, People, Person, Building, Poster, Arch, Arched, Logo, Trademark, Architecture, Arena, Tire, Billboard, Circus, Handrail, Banister, Leisure Activities, Adventure, Bungee, Rope"
